movieid;cast;director;writer;genres
699;Billy Burke,Jeffrey Dean Morgan,Lorraine Devon Wilke,Patricia Royce,David Crosby;Barry Caillier;Lorraine Devon Wilke,Patricia Royce;
700;Perry Anzilotti,Kathy Bates,Robert Curtis Brown,Kevin Connolly,Tony Denman;Patrick Read Johnson;;Comedy,Drama,Family,Romance
701;Jan Decleir,Gérard Desarthe,Antje De Boeck,Michael Pas,Karel Baetens;Stijn Coninx;;Drama,History
702;Gena Rowlands,John Marley,Lynn Carlin,Seymour Cassel,Fred Draper;John Cassavetes;;Drama
703;Winona Ryder,Lukas Haas,John C. Reilly,James Le Gros,Skeet Ulrich;Stacy Cochran;James Salter,Stacy Cochran;Romance,Drama,Mystery
704;Jean-Claude Van Damme,Roger Moore,James Remar,Jack McGee,Louis Mandylor;Jean-Claude Van Damme;;Action,Adventure
705;Ben Mendelsohn,Barry Otto,Toni Collette,Rachel Griffiths,Aden Young;Mark Joffe;Louis Nowra;Comedy,Romance
706;Rhea Perlman,Fredro Starr,Carol Kane,Terrence Howard,Camille Saviola;Steve Gomer;Seth Zvi Rosenfeld,Kathleen McGhee-Anderson;Drama
707;Nick Nolte,Melanie Griffith,Chazz Palminteri,Michael Madsen,Chris Penn;Lee Tamahori;;Drama,Mystery,Thriller
708;Uma Thurman,Jamie Foxx,Janeane Garofalo,Ben Chaplin,James McCaffrey;Michael Lehmann;;Comedy,Romance
709;Joey Lawrence,Billy Joel,Cheech Marin,Richard Mulligan,Roscoe Lee Browne;George Scribner;;Animation,Comedy,Family
710;Damon Wayans,Daniel Stern,Christopher McDonald,Gail O'Grady,Paul Guilfoyle;Tom DeCerchio;Judd Apatow;Comedy
711;Elijah Wood,Paul Hogan,Jonathan Banks,Jason Fuchs,Robert Deacon;Alan Shapiro;;Adventure,Family
712;Julia Ormond,Tim Roth,Colin Salmon,Keith Allen,Mark Strong;Angela Pope;Frank Deasy;Drama,Thriller,Mystery,Romance
713;Jennifer Connelly,Antonio Banderas,Stefania Sandrelli,Diego Wallraff,Camilo Gallardo;Betty Kaplan;Isabel Allende,Donald Freed;Drama
714;Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen,Michael Wincott;Jim Jarmusch;;Drama,Fantasy,Western
715;Juliette Binoche,Olivier Martinez,Pierre Arditi,François Cluzet,Gérard Depardieu;Jean-Paul Rappeneau;;War,Adventure,Drama,Romance
716;Joanne Nail,Robbie Lee,Asher Brauner,Chase Newhart,Monica Gayle;Jack Hill ;;Action,Crime,Drama
717;Javier Bardem,Aitana Sánchez-Gijón,Josep Maria Flotats,María Barranco,Myriam Mézières;Manuel Gómez Pereira;;Comedy,Foreign
718;Jean Reno,Valérie Lemercier,Christian Clavier,Marie-Anne Chazel,Christian Bujeau;Jean-Marie Poiré;;Fantasy,Comedy,Sci-Fi
719;Michael Keaton,Andie MacDowell,Harris Yulin,Eugene Levy,Zack Duhame;Harold Ramis;;Comedy,Fantasy,Sci-Fi
720;;;;Animation
721;;;;Drama
722;Maila Nurmi,Dolores Fuller,Paul Marco,Lugosi Béla,Bela Lugosi Jr.;Brett Thompson;;Documentary
723;Francesco Sframeli,Spiro Scimone;Francesco Sframeli,Spiro Scimone;Spiro Scimone;Drama,Foreign
724;Fairuza Balk,Neve Campbell,Robin Tunney,Rachel True,Skeet Ulrich;Andrew Fleming;;Fantasy,Drama,Horror,Thriller
725;Samuel L. Jackson,Jeff Goldblum,Peter Berg,Jon Lovitz,Jamie Foxx;Reginald Hudlin;Tony Hendra	,Ron Shelton;Comedy,Drama
726;Sharon Stone,Rob Morrow,Randy Quaid,Peter Gallagher,Jack Thompson;Bruce Beresford;Steven Haft,Ron Koslow;Drama,Thriller
727;;;;Documentary
728;Eileen Atkins,Kate Beckinsale,Sheila Burrell,Stephen Fry,Freddie Jones;John Schlesinger;Malcolm Bradbury;Comedy,Drama,Romance
729;Alice Krige,Mark Rylance,Gottfried John,Daniel Smith;Stephen Quay,Timothy Quay;Timothy Quay,Stephen Quay,Alan Passes;Animation,Drama
730;;;;Drama
731;Alec Baldwin,Kelly Lynch,Eric Roberts,Teri Hatcher,Mary Stuart Masterson;Phil Joanou;;Drama,Mystery,Thriller
732;Fred Williamson,Pam Grier,Jim Brown,Paul Winfield,Isabel Sanford;Larry Cohen;Aubrey K. Rattan;Thriller,Action,Crime,Drama
733;Sean Connery,Nicolas Cage,Ed Harris,John Spencer,David Morse;Michael Bay;;Action,Adventure,Thriller
734;Jack Lemmon,Dan Aykroyd,Bonnie Hunt,J.C. Quinn,Jerry Adler;Harvey Miller;;Comedy
735;Rupert Everett,François Hadji-Lazaro,Anna Falchi,Fabiana Formica,Mickey Knox;Michele Soavi;Gianni Romoli;Drama,Horror,Comedy
736;Helen Hunt,Bill Paxton,Cary Elwes,Jami Gertz,Philip Seymour Hoffman;Jan de Bont;;Action,Adventure,Drama
737;Pamela Anderson,Temuera Morrison,Victoria Rowell,Jack Noseworthy,Udo Kier;David Hogan;;Action,Sci-Fi
738;Gérard Depardieu,Géraldine Pailhas,Dominique Rocheteau,Fabienne Babe,Elisabeth Depardieu;Maurice Pialat;;Drama
739;;;;Comedy
741;Atsuko Tanaka,Iemasa Kayumi,Tamio Ohki,Akio Ôtsuka,Kôichi Yamadera;Mamoru Oshii;;Action,Animation,Sci-Fi
742;Robert John Burke,Joe Mantegna,Lucinda Jenney,Michael Constantine,Kari Wuhrer;Tom Holland;;Horror,Thriller
743;Leslie Nielsen,Nicollette Sheridan,Charles Durning,Marcia Gay Harden,Barry Bostwick;Rick Friedberg;;Action,Comedy
744;Om Puri,Angeline Ball,Ace Bhatti,Bhasker Patel,Pavan Malhotra;Udayan Prasad;Robert Buckler;Comedy,Drama
745;Peter Sallis,Anne Reid;Nick Park;Bob Baker,Nick Park;Family,Animation,Comedy
746;John Garfield,Thomas Gomez,Marie Windsor,Howland Chamberlain,Roy Roberts;Abraham Polonsky;;Drama,Action,Crime
747;Tom Arnold,Jessica Lundy,Bug Hall,Alex McKenna,Mark Metcalf;John Landis;;Comedy,Family
748;Charlie Sheen,Lindsay Crouse,Richard Schiff,Ron Silver,Teri Polo;David Twohy;;Action,Mystery,Sci-Fi,Thriller
749;Charles Laughton,Binnie Barnes,Richard Carlson,Donna Reed,Christopher Severn;Robert Z. Leonard;Wells Root,Tom Seller;Drama,War
750;Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,Slim Pickens;Stanley Kubrick;;Drama,Comedy,War
751;Kyle McCulloch,Gosia Dobrowolska,Sarah Neville,Brent Neale,Paul Cox;Guy Maddin;;Comedy,Drama
752;George Thrush,Marya Cohn,Ann O'Brien;John O'Brien;John O'Brien;
753;Vanessa Redgrave,Edward Fox,Uma Thurman,Alida Valli,Carlo Cartier;John Irvin;Trevor Bentham;Comedy,Drama,Romance
754;Christina Ricci,Anna Chlumsky,Polly Draper,Brian Kerwin,Diana Scarwid;Kevin James Dobson;Barry Glasser;Drama,Adventure,Family
755;Errol Flynn,Dean Stockwell,Paul Lukas,Robert Douglas,Thomas Gomez;Victor Saville;;Family,Adventure
756;Carmen Miranda,Aurora Miranda,Cesar Romero,Rita Moreno,Alice Faye;Helena Solberg;;Documentary
757;Leslie Cheung,Tony Leung Ka-Fai,Brigitte Lin,Jacky Cheung,Tony Leung Chiu-Wai;Wong Kar-wai;;Drama,Action
758;Behzad Khodaveisi,Fatemeh Azrah;Ebrahim Forouzesh;;
759;;Freida Lee Mock;;Documentary
760;Dominique Horwitz,Thomas Kretschmann,Jochen Nickel,Sebastian Rudolph,Dana Vávrová;Joseph Vilsmaier;;Drama,History,War
761;Billy Zane,Kristy Swanson,Treat Williams,Catherine Zeta-Jones,James Remar;Simon Wincer;;Adventure,Action
762;Demi Moore,Burt Reynolds,Armand Assante,Ving Rhames,Robert Patrick;Andrew Bergman;;Drama,Thriller,Crime
763;Catherine O'Hara,Jared Leto,Christina Ricci,Gabriel Byrne,Stephen Rea;David Keating;;Drama,Comedy
764;Liv Tyler,Pruitt Taylor Vince,Shelley Winters,Deborah Harry,Joe Grifasi;James Mangold;James Mangold;Drama,Romance
765;Robin Williams,Diane Lane,Brian Kerwin,Jennifer Lopez,Bill Cosby;Francis Ford Coppola;;Comedy,Drama,Sci-Fi
766;Lili Taylor,Jared Harris,Stephen Dorff,Martha Plimpton,Danny Morgenstern;Mary Harron;Mary Harron,Daniel Minahan;Drama
767;Piper Laurie,Sissy Spacek,Walter Matthau,Edward Furlong,Nell Carter;Charles Matthau;;Comedy,Drama,Family
768;Tom Conti,Predrag 'Miki' Manojlovic;Goran Paskaljević;;
769;;;;Documentary
770;;;;Drama
771;Papa Wemba,Landu Nzunzimbu Matshia,Bibi Krubwa;Mwezé Ngangura,Benoît Lamy;;Music,Romance
772;;Jean-Pierre Bekolo;;
773;Magaye Niang,Aminata Fall,Ousseynou Diop,Josephine Baker,Christoph Colomb;Djibril Diop Mambéty;Djibril Diop Mambéty;Drama,Romance
774;Serge Yanogo,Rosine Yanogo,Joseph Nikiema,Colette Kaboré,Simone Tapsoba;Gaston Kaboré;;Drama
775;Brigitte Bardot,Alain Delon,Jane Fonda,Terence Stamp,Peter Fonda;Federico Fellini,Louis Malle,Roger Vadim;;Drama,Horror,Mystery,Foreign
776;;Henry Jaglom,Victoria Foyt;;
777;Chris Cooper,Patricia Clarkson,Kris Kristofferson,Robert Joy,Richard Tyson;Robby Henson;Robby Henson;Western,Drama,War
778;Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Robert Carlyle,Kelly Macdonald;Danny Boyle;;Drama,Crime
779;Sarah Jessica Parker,Jeanne Tripplehorn,Dylan McDermott,Karen Allen,Kale Browne;Scott Winant;Winnie Holzman;Comedy,Romance
780;Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell,Judd Hirsch;Roland Emmerich;;Action,Adventure,Sci-Fi
781;Liv Tyler,Sinéad Cusack,Jeremy Irons,Carlo Cecchi,Donal McCann;Bernardo Bertolucci;Susan Minot,Bernardo Bertolucci;Drama,Romance
782;Robert De Niro,Wesley Snipes,Ellen Barkin,John Leguizamo,Benicio del Toro;Tony Scott;;Drama,Mystery,Thriller
783;Tom Hulce,Demi Moore,Heidi Mollenhauer,Tony Jay,Kevin Kline;Gary Trousdale,Kirk Wise;;Family,Fantasy,Animation
784;Jim Carrey,Matthew Broderick,Leslie Mann,Jack Black,George Segal;Ben Stiller;;Comedy,Drama,Thriller
785;Woody Harrelson,Randy Quaid,Vanessa Angel,Bill Murray,Chris Elliott;Bobby Farrelly,Peter Farrelly;;Comedy
786;Arnold Schwarzenegger,James Caan,Vanessa Williams,James Coburn,Robert Pastorelli;Chuck Russell;Tony Puryear,Walon Green,Michael S. Chernuchin;Action,Drama,Mystery,Thriller
787;;Carma Hinton,Richard Gordon;;Documentary
788;Eddie Murphy,Jada Pinkett Smith,James Coburn,Larry Miller,Dave Chappelle;Tom Shadyac;;Fantasy,Comedy,Romance,Sci-Fi
789;Assumpta Serna,Dominique Sanda,Héctor Alterio,Lautaro Murúa;Maria Luisa Bemberg;;Drama,Foreign
790;Kristin Scott Thomas,Claudiu Bleont,Olga Tudorache,George Constantin,Ion Pavlescu;Lucian Pintilie;Lucian Pintilie;Drama,Romance,War
791;;;;Documentary
792;;Gyula Gazdag;;
793;Sami Frey;Gérard Mordillat;;
794;Alex del Rosario,Soxy Topacio,John Mendoza;Mel Chionglo;;
795;Rosie Perez,Harvey Keitel,Anthony Quinn,Michael DeLorenzo,Steve Buscemi;Alexandre Rockwell;Alexandre Rockwell,Sergey Bodrov;Comedy,Drama
796;Robert McLane,Curt Gareth,Bo White,Anthony McKay;Christopher Larkin;;Drama
797;Jeanne Moreau,Michel Serrault,Luc Thuillier,Géraldine Danon,Pratapan Nagaratnam;Laurent Heynemann  ;Dominique Roulet;Comedy
798;Sylvester Stallone,Amy Brenneman,Viggo Mortensen,Dan Hedaya,Jay O. Sanders;Rob Cohen;;Action,Adventure,Thriller
799;Michael J. Fox,Jeffrey Combs,Jake Busey,Chi McBride,Trini Alvarado;Peter Jackson;;Horror,Comedy
800;Chris Cooper,Matthew McConaughey,Elizabeth Peña,Kris Kristofferson,Joe Morton;John Sayles;John Sayles;Drama,Mystery,Romance
801;Michelle Trachtenberg,Rosie O'Donnell,J. Smith-Cameron,Eartha Kitt,Vanessa Lee Chester;Bronwen Hughes;;Comedy,Drama,Family
802;John Travolta,Kyra Sedgwick,Forest Whitaker,Robert Duvall,Jeffrey DeMunn;Jon Turteltaub;;Drama,Fantasy,Romance,Sci-Fi
803;Liev Schreiber,Randall Batinkoff,Catherine Keener,Anne Heche,Amy Braverman;Nicole Holofcener;;Comedy,Drama,Romance
804;Edward Burns,Michael McGlone,Cameron Diaz,Jennifer Aniston,John Mahoney;Edward Burns;;Comedy,Romance
805;Matthew McConaughey,Sandra Bullock,Samuel L. Jackson,Kevin Spacey,Oliver Platt;Joel Schumacher;;Crime,Drama,Thriller
806;Dustin Hoffman,Dennis Franz,Sean Nelson;Michael Corrente;;Drama
807;Clara Bellar,Antoine Basler,Mathias Mégard,Judith Chancel,Malcolm Conrath;Éric Rohmer;Éric Rohmer;Romance,Comedy
808;Thora Birch,Vincent Kartheiser,Dirk Benedict,Ben Cardinal,Kristin Lehman;Fraser Clarke Heston;Andy Burg,Scott Myers;Adventure,Drama,Family
809;Laurence Fishburne,Stephen Baldwin,Salma Hayek,Will Patton,Robert John Burke;Kevin Hooks;Preston A. Whitmore II;Action,Comedy,Thriller
810;Shaquille O'Neal,Francis Capra,Ally Walker,James Acheson;Paul Michael Glaser;;Fantasy,Comedy,Sci-Fi,Family
812;Gary Kemp,Sadie Frost,Aleksandr Kaydanovskiy,Péter Vallai,Andor Lukáts;Ildikó Enyedi;Ildikó Enyedi,László Révész;
813;Bill Murray,Tai the Elephant,Jeremy Piven,Janeane Garofalo,Pat Hingle;Howard Franklin;;Family,Comedy
814;Scott Caan,Lee Nashold,Kevin Michael Richardson,James Caan,Missy Crider;Mitch Marcus;;
815;Eric Roberts,Lisa Thornhill,Jason Gedrick,Jack Betts,Jennie Garth;Jaime Hellman;;Action,Mystery,Thriller
816;Sônia Braga,Patrick Malahide,Michael Gambon,Ion Caramitru;Nicolas Roeg;Allan Scott;War,Drama
818;Shelley Long,Gary Cole,Christopher Daniel Barnes,Christine Taylor,Paul Sutera;Arlene Sanford;;Comedy
819;Maurizio Nichetti,Elena Sofia Ricci,Amanda Sandrelli,Milena Vukotic,Renato Scarpa;Maurizio Nichetti;;Comedy
820;Simone Signoret,Charles Vanel,Georges Marchal,Michel Piccoli,Tito Junco;Luis Buñuel;;Adventure,Drama,Foreign
821;;;;Romance
822;;Paul Turner;;
823;Patrick Bauchau,Haydée Politoff,Daniel Pommereulle,Alain Jouffroy,Mijanou Bardot;Éric Rohmer;Éric Rohmer;Drama,Comedy,Romance
824;André Eisermann,Udo Samel,Jeremy Clyde,Katharina Thalbach,Johannes Silberschneider;Peter Sehr,Gernot Roll;;Drama,Foreign
825;Christoph M. Ohrt,Carin C. Tietze,Tim Bergmann,Oliver Stokowski,Rudolf Kowalski;Rolf Silber;;Comedy,Foreign
826;Christiane Hörbiger,Jennifer Nitsch,Lena Stolze,Peter Ehrlich,Wolf Roth;Peter Weck;;Drama
827;Catherine Deneuve,John Malkovich,Luís Miguel Cintra,Leonor Silveira;Manoel de Oliveira;;Thriller,Foreign
828;Martin Landau,Jonathan Taylor Thomas,Geneviève Bujold,Udo Kier,Bebe Neuwirth;Steve Barron;Sherry Mills;Animation,Family,Fantasy
829;Jerry O'Connell,Megan Ward,Billy West,Reginald Hudlin,Willi One Blood;John Payson;;Fantasy,Comedy,Music
830;Bette Midler,Goldie Hawn,Diane Keaton,Maggie Smith,Dan Hedaya;Hugh Wilson;;Comedy
831;Guillermo Díaz,Frederick Weller,Brendan Corbalis,Duane Boutte,Bruce MacVittie;Nigel Finch;Rikki Beadle Blair,Martin Duberman;Romance,Drama,Comedy
832;Mel Gibson,Gary Sinise,Delroy Lindo,Rene Russo,Lili Taylor;Ron Howard;;Action,Thriller
833;Jon Lovitz,Tia Carrere,Louise Fletcher,Mekhi Phifer,Natasha Gregson Wagner;Hart Bochner;;Comedy
834;Jermaine 'Huggy' Hopkins,Claudia Kaleem,Candice Merideth,Alma Collins,Coolio;Doug Ellin;;Comedy
835;Angelina Jolie,Hedy Burress,Jenny Lewis,Jenny Shimizu,Sarah Rosenberg;Annette Haywood-Carter;;Action,Drama,Thriller
836;Keanu Reeves,Morgan Freeman,Rachel Weisz,Fred Ward,Kevin Dunn;Andrew Davis;Josh Friedman,Arne Schmidt,Rick Seaman;Adventure
837;Mara Wilson,Danny DeVito,Embeth Davidtz,Rhea Perlman,Pam Ferris;Danny DeVito;;Comedy,Family,Fantasy
838;;;;Comedy,Drama,Romance
839;Vincent Pérez,Mia Kirshner,Iggy Pop,Thomas Jane,Richard Brooks;Tim Pope;;Action,Fantasy,Thriller
840;Jamie Lee Curtis,Kevin Pollak,Kyle Howard,Jennifer Love Hewitt,Jennifer Tilly;Harry Winer;Michael Hitchcock;Comedy,Family
841;Pierre Brasseur,Alida Valli,Edith Scob,François Guérin,Juliette Mayniel;Georges Franju;Pierre Gascar;Drama,Horror,Thriller,Mystery,Crime
842;Dennis Miller,Erika Eleniak,Angie Everhart,John Kassir,Chris Sarandon;Gilbert Adler;;Horror,Comedy
843;;John Rubino;;Drama
844;Jiang Wenli,Zhang Guoli,Xingli Niu,Tian Shaojun,Zhang Haiyan;Yin Li;;
845;Siqin Gaowa,Tou Chung-Hua,Ma Jing-Wu,Zi Wei;Yim Ho;;
846;Paul Austin,Robert John Burke,Martin Donovan,Erica Gimpel,Michael Imperioli;Hal Hartley;Hal Hartley;Drama,Romance
847;Lara Flynn Boyle,Danny Nucci,Peter Dobson,Luca Bercovici,Michael Chieffo;Marcus DeLeon;Marcus DeLeon;Drama
848;Alison Elliott,Ellen Burstyn,Marcia Gay Harden,Will Patton,Kieran Mulroney;Lee David Zlotoff;;Comedy,Drama
849;Kurt Russell,Stacy Keach,Steve Buscemi,Pam Grier,Cliff Robertson;John Carpenter;;Action,Adventure,Sci-Fi,Thriller
850;Le Van Loc,Tony Leung Chiu-Wai,Như Quỳnh Nguyễn,Hoang Phuc Nguyen,Ngo Vu Quang Hal;Trần Anh Hùng;Trần Anh Hùng;Crime,Drama
851;Jeffrey Wright,David Bowie,Dennis Hopper,Gary Oldman,Benicio del Toro;Julian Schnabel;Julian Schnabel,John F. Bowe;Drama,History
852;Kevin Costner,Don Johnson,Cheech Marin,George Perez,Rene Russo;Ron Shelton;;Comedy,Drama,Romance
853;Colin Friels,Miles Davis,Helen Buday,Joe Petruzzi,Brigitte Catillon;Rolf de Heer;;Drama,Music
854;Kinuyo Tanaka,Teiji Takahashi,Yûko Mochizuki,Seiji Miyaguchi,Yūnosuke Itō;Keisuke Kinoshita;Keisuke Kinoshita;Drama
855;Nathalie Baye,Joachim Serreau,Felicie Pasotti,Predrag 'Miki' Manojlovic,Henri Garcin;Nicole Garcia;Nicole Garcia,Jacques Fieschi;Drama
856;Matteo Fadda,Giacomo Fadda,Carla Benedetti,Stefano Masciarelli,Claudio Bigagli;Leone Pompucci;;
857;;Zheng Jun-Li;;
858;Marlon Brando,Al Pacino,James Caan,Richard S. Castellano,Robert Duvall;Francis Ford Coppola;;Drama,Crime
859;;;;Documentary
860;Til Schweiger,Katja Riemann,Joachim Król,Rufus Beck,Armin Rohde;Sönke Wortmann;;Comedy,Drama
861;Jackie Chan,Michelle Yeoh,Maggie Cheung,Kenneth Tsang,Yuen Wah;Stanley Tong;;Action,Comedy,Thriller,Crime
862;Mary Kay Place,Scarlett Johansson,Aleska Palladino,Dean Silvers,Marlen Hecht;Lisa Krueger;Lisa Krueger;Drama,Comedy
863;;;;Comedy
864;Tom Noonan,Wallace Shawn,Karen Young,Julie Hagerty,Danny Darrow;Tom Noonan;Tom Noonan;Drama,Comedy,Romance
865;Iain Robertson,Joseph McFadden,Steven Duffy,Laura Fraser,Garry Sweeney;Gillies MacKinnon;;
866;Jennifer Tilly,Gina Gershon,Joe Pantoliano,John P. Ryan,Christopher Meloni;Lana Wachowski,Lilly Wachowski;;Romance,Drama,Thriller,Crime
867;Tom Arnold,David Paymer,Rhea Perlman,Rod Steiger,Kim Coates;Arthur Hiller;;Comedy,Family
868;Sam Neill,John Clarke,Zoe Carides,Yvonne Lawley,Nick Lathouris;John Ruane;Boyd Oxlade,John Ruane;Drama
869;Jennifer Jason Leigh,Miranda Richardson,Harry Belafonte,Michael Murphy,Dermot Mulroney;Robert Altman;Robert Altman,Frank Barhydt;Thriller,Drama,Music,Crime
870;Joe Pesci,Danny Glover,Rosanna Arquette,Lynn Whitfield,Willie Nelson;Christopher Cain;;Comedy,Family
871;Billy Campbell,Jennifer Grey,Tim Curry,Adam Baldwin,Mark Sheppard;Peter Shaner;Peter Shaner;Romance,Comedy
872;Lee Kang-Sheng,Chen Chao-jung,Yang Kuei-Mei;Tsai Ming-Liang;Tsai Ming-Liang,Yi-chun Tsai;Drama
873;Ingrid Caven,Rainer Werner Fassbinder,Klaus Löwitsch,Jean-Claude Dreyfus,Debria Kalpataru;Daniel Schmid;;Drama
874;James Woods,Robert Sean Leonard,Cara Buono,Ellen Greene,Robert John Burke;Tim Metcalfe;;Drama
875;Alexandra Paul,Youssef Abed-Alnour,Paul Gleason,Michael V. Gazzo,Juliano Mer-Khamis;Izidore K. Musallam;;Action,Crime,Drama
876;Michelle Yeoh,Yu Rong-Guang,Emil Chow,Athena Chu,Fan Siu-Wong;Stanley Tong;Mok Tang Han,Sui Lai Kang;Action,Adventure,Crime
877;Lili Taylor,Bruklin Harris,Anna Grace,Aunjanue Ellis,Ramya Pratt;Jim McKay;Jim McKay,Denise Casano,Anna Grace,Bruklin Harris,Lili Taylor;Comedy,Drama
878;Sami Bouajila;Karim Dridi;Karim Dridi;Drama
879;Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore,Clayton Rohner;Peter Hyams;;Horror,Thriller,Mystery
880;Marlon Brando,Val Kilmer,David Thewlis,Fairuza Balk,Daniel Rigney;Richard Stanley,John Frankenheimer;;Fantasy,Horror,Sci-Fi
881;Sinbad,Brock Pierce,Blake Boyd,Timothy Busfield,Art LaFleur;David M. Evans;;Comedy,Family
882;Kyle MacLachlan,Elisabeth Shue,Dermot Mulroney,Richard T. Jones,Bill Smitrovich;David Koepp;;Drama,Thriller
884;Michael Imperioli,Mira Sorvino;Gary Winick;;
885;Whoopi Goldberg,Gérard Depardieu,Haley Joel Osment,Ute Lemper,Andrea Martin;Norman Jewison;;Fantasy,Comedy,Family
886;Damon Wayans,Adam Sandler,James Caan,Robert Swenson,James Farentino;Ernest R. Dickerson;;Action,Adventure,Comedy,Thriller
887;Polly Walker,Frances McDormand,Vincent Pérez,Franco Nero,Marisa Paredes;Nick Hamm;;Drama,Romance,War
888;Scott McAfee,Candace Hutson,Heather Hogan,Jeff Bennett,Rob Paulsen;Roy Allen Smith;;Animation,Adventure,Family
889;Ad van Kempen,Ariane Schluter;Theo van Gogh;;
890;Victoria Abril,Antonio Banderas,Carmen Maura;;;Thriller
891;Donald Pleasence,Paul Rudd,Marianne Hagan,Mitchell Ryan,Kim Darby;Joe Chappelle;Daniel Farrands;Horror,Thriller
892;Helena Bonham Carter,Richard E. Grant,Nigel Hawthorne,Ben Kingsley,Mel Smith;Trevor Nunn;;Drama,Comedy,Romance
893;Nick Nolte,Sheryl Lee,Alan Arkin,Kirsten Dunst,Bernard Behrens;Keith Gordon;Robert B. Weide;Drama,History
894;Paul Hörbiger,Magda Schneider,Luise Ullrich,Gustaf Gründgens,Olga Tschechowa;Max Ophüls;Curt Alexander,Max Ophüls,Hans Wilhelm;Drama,Romance
895;Marcin Walewski,Magdalena Cielecka,Mariusz Bonaszewski,Agnieszka Grochowska,Grażyna Błęcka-Kolska;Jan Jakub Kolski;Jan Jakub Kolski;Drama,Romance
896;Gaël Morel,Élodie Bouchez,Stéphane Rideau,Frédéric Gorny,Jacques Nolot;André Téchiné;Olivier Massart,Gilles Taurand,André Téchiné;Drama,Romance
897;Gary Cooper,Ingrid Bergman,Akim Tamiroff,Arturo de Córdova,Vladimir Sokoloff;Sam Wood;;Drama,History,Romance,Thriller
898;Cary Grant,Katharine Hepburn,James Stewart,Ruth Hussey,Roland Young;George Cukor;;Comedy,Romance
899;Gene Kelly,Donald O'Connor,Debbie Reynolds,Jean Hagen,Millard Mitchell;Stanley Donen,Gene Kelly;;Comedy,Music,Romance
900;Gene Kelly,Leslie Caron,Oscar Levant,Georges Guétary,Nina Foch;Vincente Minnelli;;Drama,Comedy,Music,Romance
901;Audrey Hepburn,Fred Astaire,Kay Thompson,Michel Auclair,Robert Flemyng;Stanley Donen;;Music,Comedy,Romance
902;Audrey Hepburn,George Peppard,Patricia Neal,Buddy Ebsen,Martin Balsam;Blake Edwards;;Comedy,Drama,Romance
903;James Stewart,Kim Novak,Barbara Bel Geddes,Tom Helmore,Henry Jones;Alfred Hitchcock;;Crime,Drama,Mystery,Romance,Thriller
904;James Stewart,Grace Kelly,Wendell Corey,Thelma Ritter,Raymond Burr;Alfred Hitchcock;;Mystery,Thriller
905;Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,Jameson Thomas;Frank Capra;;Comedy,Romance
906;Charles Boyer,Ingrid Bergman,Joseph Cotten,Dame May Whitty,Angela Lansbury;George Cukor;;Drama,Mystery,Thriller,Crime
907;Fred Astaire,Ginger Rogers,Alice Brady,Edward Everett Horton,Erik Rhodes;Mark Sandrich;;Comedy,Music,Romance
908;Cary Grant,Eva Marie Saint,James Mason,Jessie Royce Landis,Philip Coolidge;Alfred Hitchcock;;Mystery,Thriller
909;Jack Lemmon,Shirley MacLaine,Fred MacMurray,Ray Walston,Jack Kruschen;Billy Wilder;;Comedy,Drama,Romance
910;Marilyn Monroe,Tony Curtis,Jack Lemmon,George Raft,Pat O'Brien;Billy Wilder;;Comedy,Romance
911;Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,George Kennedy;Stanley Donen;;Comedy,Mystery,Romance,Thriller
912;Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt;Michael Curtiz;;Drama,Romance,War
913;Humphrey Bogart,Mary Astor,Gladys George,Peter Lorre,Barton MacLane;John Huston;;Crime,Drama,Thriller
914;Audrey Hepburn,Rex Harrison,Stanley Holloway,Wilfrid Hyde-White,Gladys Cooper;George Cukor;;Drama,Family,Music,Romance
