movieid;cast;director;writer;genres
864;Tom Noonan,Wallace Shawn,Karen Young,Julie Hagerty,Danny Darrow;Tom Noonan;Tom Noonan;Drama,Comedy,Romance
865;Iain Robertson,Joseph McFadden,Steven Duffy,Laura Fraser,Garry Sweeney;Gillies MacKinnon;;
866;Jennifer Tilly,Gina Gershon,Joe Pantoliano,John P. Ryan,Christopher Meloni;Lana Wachowski,Lilly Wachowski;;Romance,Drama,Thriller,Crime
867;Tom Arnold,David Paymer,Rhea Perlman,Rod Steiger,Kim Coates;Arthur Hiller;;Comedy,Family
868;Sam Neill,John Clarke,Zoe Carides,Yvonne Lawley,Nick Lathouris;John Ruane;Boyd Oxlade,John Ruane;Drama
869;Jennifer Jason Leigh,Miranda Richardson,Harry Belafonte,Michael Murphy,Dermot Mulroney;Robert Altman;Robert Altman,Frank Barhydt;Thriller,Drama,Music,Crime
870;Joe Pesci,Danny Glover,Rosanna Arquette,Lynn Whitfield,Willie Nelson;Christopher Cain;;Comedy,Family
871;Billy Campbell,Jennifer Grey,Tim Curry,Adam Baldwin,Mark Sheppard;Peter Shaner;Peter Shaner;Romance,Comedy
872;Lee Kang-Sheng,Chen Chao-jung,Yang Kuei-Mei;Tsai Ming-Liang;Tsai Ming-Liang,Yi-chun Tsai;Drama
873;Ingrid Caven,Rainer Werner Fassbinder,Klaus Löwitsch,Jean-Claude Dreyfus,Debria Kalpataru;Daniel Schmid;;Drama
874;James Woods,Robert Sean Leonard,Cara Buono,Ellen Greene,Robert John Burke;Tim Metcalfe;;Drama
875;Alexandra Paul,Youssef Abed-Alnour,Paul Gleason,Michael V. Gazzo,Juliano Mer-Khamis;Izidore K. Musallam;;Action,Crime,Drama
876;Michelle Yeoh,Yu Rong-Guang,Emil Chow,Athena Chu,Fan Siu-Wong;Stanley Tong;Mok Tang Han,Sui Lai Kang;Action,Adventure,Crime
877;Lili Taylor,Bruklin Harris,Anna Grace,Aunjanue Ellis,Ramya Pratt;Jim McKay;Jim McKay,Denise Casano,Anna Grace,Bruklin Harris,Lili Taylor;Comedy,Drama
878;Sami Bouajila;Karim Dridi;Karim Dridi;Drama
879;Penelope Ann Miller,Tom Sizemore,Linda Hunt,James Whitmore,Clayton Rohner;Peter Hyams;;Horror,Thriller,Mystery
880;Marlon Brando,Val Kilmer,David Thewlis,Fairuza Balk,Daniel Rigney;Richard Stanley,John Frankenheimer;;Fantasy,Horror,Sci-Fi
881;Sinbad,Brock Pierce,Blake Boyd,Timothy Busfield,Art LaFleur;David M. Evans;;Comedy,Family
882;Kyle MacLachlan,Elisabeth Shue,Dermot Mulroney,Richard T. Jones,Bill Smitrovich;David Koepp;;Drama,Thriller
884;Michael Imperioli,Mira Sorvino;Gary Winick;;
885;Whoopi Goldberg,Gérard Depardieu,Haley Joel Osment,Ute Lemper,Andrea Martin;Norman Jewison;;Fantasy,Comedy,Family
886;Damon Wayans,Adam Sandler,James Caan,Robert Swenson,James Farentino;Ernest R. Dickerson;;Action,Adventure,Comedy,Thriller
887;Polly Walker,Frances McDormand,Vincent Pérez,Franco Nero,Marisa Paredes;Nick Hamm;;Drama,Romance,War
888;Scott McAfee,Candace Hutson,Heather Hogan,Jeff Bennett,Rob Paulsen;Roy Allen Smith;;Animation,Adventure,Family
889;Ad van Kempen,Ariane Schluter;Theo van Gogh;;
890;Victoria Abril,Antonio Banderas,Carmen Maura;;;Thriller
891;Donald Pleasence,Paul Rudd,Marianne Hagan,Mitchell Ryan,Kim Darby;Joe Chappelle;Daniel Farrands;Horror,Thriller
892;Helena Bonham Carter,Richard E. Grant,Nigel Hawthorne,Ben Kingsley,Mel Smith;Trevor Nunn;;Drama,Comedy,Romance
893;Nick Nolte,Sheryl Lee,Alan Arkin,Kirsten Dunst,Bernard Behrens;Keith Gordon;Robert B. Weide;Drama,History
894;Paul Hörbiger,Magda Schneider,Luise Ullrich,Gustaf Gründgens,Olga Tschechowa;Max Ophüls;Curt Alexander,Max Ophüls,Hans Wilhelm;Drama,Romance
895;Marcin Walewski,Magdalena Cielecka,Mariusz Bonaszewski,Agnieszka Grochowska,Grażyna Błęcka-Kolska;Jan Jakub Kolski;Jan Jakub Kolski;Drama,Romance
896;Gaël Morel,Élodie Bouchez,Stéphane Rideau,Frédéric Gorny,Jacques Nolot;André Téchiné;Olivier Massart,Gilles Taurand,André Téchiné;Drama,Romance
897;Gary Cooper,Ingrid Bergman,Akim Tamiroff,Arturo de Córdova,Vladimir Sokoloff;Sam Wood;;Drama,History,Romance,Thriller
898;Cary Grant,Katharine Hepburn,James Stewart,Ruth Hussey,Roland Young;George Cukor;;Comedy,Romance
899;Gene Kelly,Donald O'Connor,Debbie Reynolds,Jean Hagen,Millard Mitchell;Stanley Donen,Gene Kelly;;Comedy,Music,Romance
900;Gene Kelly,Leslie Caron,Oscar Levant,Georges Guétary,Nina Foch;Vincente Minnelli;;Drama,Comedy,Music,Romance
901;Audrey Hepburn,Fred Astaire,Kay Thompson,Michel Auclair,Robert Flemyng;Stanley Donen;;Music,Comedy,Romance
902;Audrey Hepburn,George Peppard,Patricia Neal,Buddy Ebsen,Martin Balsam;Blake Edwards;;Comedy,Drama,Romance
903;James Stewart,Kim Novak,Barbara Bel Geddes,Tom Helmore,Henry Jones;Alfred Hitchcock;;Crime,Drama,Mystery,Romance,Thriller
904;James Stewart,Grace Kelly,Wendell Corey,Thelma Ritter,Raymond Burr;Alfred Hitchcock;;Mystery,Thriller
905;Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,Jameson Thomas;Frank Capra;;Comedy,Romance
906;Charles Boyer,Ingrid Bergman,Joseph Cotten,Dame May Whitty,Angela Lansbury;George Cukor;;Drama,Mystery,Thriller,Crime
907;Fred Astaire,Ginger Rogers,Alice Brady,Edward Everett Horton,Erik Rhodes;Mark Sandrich;;Comedy,Music,Romance
908;Cary Grant,Eva Marie Saint,James Mason,Jessie Royce Landis,Philip Coolidge;Alfred Hitchcock;;Mystery,Thriller
909;Jack Lemmon,Shirley MacLaine,Fred MacMurray,Ray Walston,Jack Kruschen;Billy Wilder;;Comedy,Drama,Romance
910;Marilyn Monroe,Tony Curtis,Jack Lemmon,George Raft,Pat O'Brien;Billy Wilder;;Comedy,Romance
911;Cary Grant,Audrey Hepburn,Walter Matthau,James Coburn,George Kennedy;Stanley Donen;;Comedy,Mystery,Romance,Thriller
912;Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt;Michael Curtiz;;Drama,Romance,War
913;Humphrey Bogart,Mary Astor,Gladys George,Peter Lorre,Barton MacLane;John Huston;;Crime,Drama,Thriller
914;Audrey Hepburn,Rex Harrison,Stanley Holloway,Wilfrid Hyde-White,Gladys Cooper;George Cukor;;Drama,Family,Music,Romance
915;Humphrey Bogart,Audrey Hepburn,William Holden,Walter Hampden,John Williams;Billy Wilder;;Comedy,Drama,Romance
916;Gregory Peck,Audrey Hepburn,Eddie Albert,Hartley Power,Harcourt Williams;William Wyler;;Comedy,Romance
917;Shirley Temple,Richard Greene,Anita Louise,Ian Hunter,Arthur Treacher;Walter Lang;;Drama,Comedy,Family
918;Judy Garland,Margaret O'Brien,Mary Astor,Lucille Bremer,Leon Ames;Vincente Minnelli;;Comedy,Music,Romance
919;Judy Garland,Frank Morgan,Ray Bolger,Bert Lahr,Jack Haley;Victor Fleming;;Adventure,Family,Fantasy
920;Vivien Leigh,Clark Gable,Olivia de Havilland,Thomas Mitchell,Leslie Howard;Victor Fleming;Oliver H.P. Garrett,Ben Hecht,Jo Swerling,John Van Druten;Drama,Romance,War
921;Peter O'Toole,Mark Linn-Baker,Jessica Harper,Joseph Bologna,Bill Macy;Richard Benjamin;;Comedy,Drama
922;William Holden,Gloria Swanson,Erich von Stroheim,Nancy Olson,Fred Clark;Billy Wilder;;Drama,Romance
923;Orson Welles,Joseph Cotten,Dorothy Comingore,Ray Collins,George Coulouris;Orson Welles;Roger Q. Denny,John Houseman,Mollie Kent;Drama
924;Keir Dullea,Douglas Rain,Gary Lockwood,William Sylvester,Daniel Richter;Stanley Kubrick;;Sci-Fi,Mystery,Adventure
925;Ray Milland,Marlene Dietrich,Murvyn Vye,Bruce Lester,Dennis Hoey;Mitchell Leisen;;Adventure,Romance
926;Bette Davis,Anne Baxter,George Sanders,Celeste Holm,Gary Merrill;Joseph L. Mankiewicz;;Drama
927;Norma Shearer,Joan Crawford,Rosalind Russell,Mary Boland,Paulette Goddard;George Cukor;;Comedy,Drama
928;Laurence Olivier,Joan Fontaine,George Sanders,Judith Anderson,Nigel Bruce;Alfred Hitchcock;;Drama,Mystery,Romance,Thriller
929;Joel McCrea,Laraine Day,Herbert Marshall,George Sanders,Albert Bassermann;Alfred Hitchcock;;Thriller,War,Mystery
930;Cary Grant,Ingrid Bergman,Claude Rains,Louis Calhern,Leopoldine Konstantin;Alfred Hitchcock;;Thriller,Drama,Romance
931;Ingrid Bergman,Gregory Peck,Michael Chekhov,Rhonda Fleming,Leo G. Carroll;Alfred Hitchcock;;Drama,Mystery,Thriller
932;Cary Grant,Deborah Kerr,Richard Denning,Neva Patterson,Cathleen Nesbitt;Leo McCarey;;Drama,Romance
933;Cary Grant,Grace Kelly,Jessie Royce Landis,Brigitte Auber,John Williams;Alfred Hitchcock;;Crime,Drama,Mystery,Romance,Thriller
934;Spencer Tracy,Joan Bennett,Elizabeth Taylor,Don Taylor,Billie Burke;Vincente Minnelli;;Comedy,Drama,Family,Romance
935;Fred Astaire,Cyd Charisse,Oscar Levant,Nanette Fabray,Jack Buchanan;Vincente Minnelli;Norman Corwin,Alan Jay Lerner;Comedy,Music
936;Greta Garbo,Melvyn Douglas,Ina Claire,Sig Ruman,Felix Bressart;Ernst Lubitsch;;Comedy,Romance
937;Gary Cooper,Audrey Hepburn,Maurice Chevalier,John McGiver,Van Doude;Billy Wilder;;Comedy,Drama,Romance
938;Leslie Caron,Maurice Chevalier,Louis Jourdan,Hermione Gingold,Eva Gabor;Vincente Minnelli;;Comedy,Music,Romance
939;Rex Harrison,Kay Kendall,Sandra Dee,Angela Lansbury,Diane Clare;Vincente Minnelli;;Comedy,Romance
940;Errol Flynn,Olivia de Havilland,Basil Rathbone,Claude Rains,Patric Knowles;Michael Curtiz,William Keighley;;Action,Adventure,Drama,Romance
941;Tyrone Power,Linda Darnell,Basil Rathbone,Gale Sondergaard,Eugene Pallette;Rouben Mamoulian;;Western,Action,Adventure,Drama,Romance
942;Gene Tierney,Dana Andrews,Clifton Webb,Vincent Price,Judith Anderson;Otto Preminger;;Crime,Drama,Mystery,Romance,Thriller
943;Gene Tierney,Rex Harrison,George Sanders,Edna Best,Vanessa Brown;Joseph L. Mankiewicz;;Fantasy,Romance,Mystery
944;Ronald Colman,Jane Wyatt,Edward Everett Horton,John Howard,Thomas Mitchell;Frank Capra;;Adventure,Fantasy,Drama,Mystery
945;Fred Astaire,Ginger Rogers,Edward Everett Horton,Erik Rhodes,Eric Blore;Mark Sandrich;;Comedy,Music,Romance
946;Carole Lombard,Jack Benny,Robert Stack,Felix Bressart,Lionel Atwill;Ernst Lubitsch;;War,Comedy
947;William Powell,Carole Lombard,Alice Brady,Gail Patrick,Eugene Pallette;Gregory La Cava;;Comedy,Romance
948;Elizabeth Taylor,Rock Hudson,James Dean,Carroll Baker,Jane Withers;George Stevens;;Action,Drama,Western
949;James Dean,Julie Harris,Raymond Massey,Richard Davalos,Jo Van Fleet;Elia Kazan;;Drama
950;William Powell,Myrna Loy,Maureen O'Sullivan,Nat Pendleton,Minna Gombell;W.S. Van Dyke;;Comedy,Crime,Mystery
951;Cary Grant,Rosalind Russell,Ralph Bellamy,Gene Lockhart,Alma Kruger;Howard Hawks;;Comedy,Drama,Romance
952;David Niven,Cantinflas,Finlay Currie,Robert Morley,Charles Boyer;Michael Anderson;;Adventure,Comedy,Family,Fantasy,Romance
953;James Stewart,Donna Reed,Lionel Barrymore,Thomas Mitchell,Henry Travers;Frank Capra;;Drama,Family,Fantasy
954;James Stewart,Jean Arthur,Claude Rains,Edward Arnold,Guy Kibbee;Frank Capra;;Comedy,Drama
955;Katharine Hepburn,Cary Grant,Charles Ruggles,Walter Catlett,Barry Fitzgerald;Howard Hawks;;Comedy,Romance
956;Irene Dunne,Cary Grant,Beulah Bondi,Edgar Buchanan,Ann Doran;George Stevens;;Drama,Romance
957;Lillian Gish,Lars Hanson,Henry B. Walthall,Karl Dane,William H. Tooker;Victor Sjöström;;Drama
958;Barbara Stanwyck,Michael O'Shea,Iris Adrian,Charles Dingle,J. Edward Bromberg;William A. Wellman;;Comedy,Thriller,Mystery,Romance
959;Leslie Howard,Bette Davis,Frances Dee,Kay Johnson,Reginald Denny;John Cromwell;;Drama,Romance
960;Paul Muni,Anne Baxter,Claude Rains,Onslow Stevens,George Cleveland;Archie Mayo;;Comedy,Fantasy,Romance
961;Freddie Bartholomew,Dolores Costello,C. Aubrey Smith,Guy Kibbee,Henry Stephenson;John Cromwell;;Drama,Family
962;John Garfield,The 'Dead End' Kids,Claude Rains,Ann Sheridan,May Robson;Busby Berkeley;;Thriller,Crime,Drama,Mystery
963;Danny Kaye,Walter Slezak,Barbara Bates,Elsa Lanchester,Gene Lockhart;Henry Koster;;Comedy,Music,Romance
964;John Wayne,Gail Russell,Harry Carey,Bruce Cabot,Irene Rich;James Edward Grant;;Romance,Western
965;Robert Donat,Madeleine Carroll,Lucie Mannheim,Godfrey Tearle,Peggy Ashcroft;Alfred Hitchcock;;Action,Thriller,Mystery
966;Dana Andrews,Lloyd Bridges,Richard Conte,Richard Benedict,George Tyne;Lewis Milestone;Harry Brown;War,Drama
967;Jane Russell,Jack Buetel,Thomas Mitchell,Walter Huston,Mimi Aguglia;Howard Hughes,Howard Hawks;;Action,Adventure,Western
968;Duane Jones,Judith O'Dea,Karl Hardman,Marilyn Eastman,Keith Wayne;George A. Romero;;Horror
969;Humphrey Bogart,Katharine Hepburn,Robert Morley,Peter Bull,Theodore Bikel;John Huston;;Adventure,War,Romance
970;Humphrey Bogart,Jennifer Jones,Gina Lollobrigida,Robert Morley,Peter Lorre;John Huston;;Action,Adventure,Comedy,Crime,Drama,Romance
971;Elizabeth Taylor,Paul Newman,Burl Ives,Judith Anderson,Jack Carson;Richard Brooks;;Drama,Romance
972;Elizabeth Taylor,Van Johnson,Walter Pidgeon,Donna Reed,Eva Gabor;Richard Brooks;;Romance,Drama
973;Barbara Stanwyck,Gary Cooper,Edward Arnold,Walter Brennan,Spring Byington;Frank Capra;;Drama,Comedy,Romance
974;Charles Boyer,Sigrid Gurie,Hedy Lamarr,Joseph Calleia,Alan Hale;John Cromwell;;Drama,Action,Mystery,Romance
975;James Cagney,Evelyn Daw,William Frawley,Mona Barrie,Gene Lockhart;Victor Schertzinger;Austin Parker;Comedy
976;Helen Hayes,Gary Cooper,Adolphe Menjou,Mary Philips,Jack La Rue;Frank Borzage;;Drama,Romance,War
977;Chester Morris,Madge Evans,Leo Carrillo,Frank McHugh,Benita Hume;Edwin L. Marin;Edgar Allan Woolf,Florence Ryerson;Music,Mystery
979;Ian Hart,John Lynch,James Frain,Michael Gambon,Gary Lydon;Thaddeus O'Sullivan;Daniel Mornin;Drama
980;Michelle Yeoh,Cynthia Rothrock,John Shum Kin-Fun,Mang Hoi,Tsui Hark;Corey Yuen Kwai;Barry Wong;Action,Foreign
981;Ice Cube,Elizabeth Hurley,Ving Rhames,Thokozani Nkosi,Ron Smerczak;Darrell James Roodt;Greg Latter,Darrell James Roodt;Drama
982;William Holden,Kim Novak,Betty Field,Susan Strasberg,Cliff Robertson;Joshua Logan;William Inge;Drama,Romance
983;Bernard Hill,John Hannah;Chris Newby;Chris Newby;
984;Adrian Pasdar,Jon Cryer,Tim Guinee,Adam Oliensis,Mia Sara;Richard Schenkman;Jon Cryer,Adam Oliensis,Richard Schenkman;Comedy,Romance,Drama
985;;Allan Miller;;Documentary,Family
986;Jeff Daniels,Anna Paquin,Dana Delany,Terry Kinney;Carroll Ballard;;Action,Adventure,Drama,Family
987;Craig Sheffer,Sheryl Lee,Terence Stamp,Casey Siemaszko,Spalding Gray;Lance Young;Lance Young;Drama,Romance
988;Illeana Douglas,John Turturro,Eric Stoltz,Matt Dillon,Bridget Fonda;Allison Anders;Allison Anders;Drama,Comedy,Music
989;André Eisermann,Dana Vávrová,Ben Becker,Jochen Nickel,Jürgen Schornagel;Joseph Vilsmaier;;Drama
990;Jean-Claude Van Damme,Natasha Henstridge,Jean-Hugues Anglade,Zach Grenier,Paul Ben-Victor;Ringo Lam;;Action,Adventure,Thriller
991;Liam Neeson,Aidan Quinn,Stephen Rea,Alan Rickman,Julia Roberts;Neil Jordan;;Drama,Thriller
992;Clive Owen,Halle Berry,Peter Greene,Frankie Faison,Charles Hallahan;Amy Holden Jones;Amy Holden Jones;Drama,Thriller
993;Matthew Broderick,Patricia Arquette,Peter Riegert,Jeffrey Force,David Drew Gallagher;Matthew Broderick;;Drama,Romance
994;Stanley Tucci,Tony Shalhoub,Marc Anthony,Minnie Driver,Isabella Rossellini;Stanley Tucci,Campbell Scott;Joseph Tropiano,Stanley Tucci;Drama
996;Bruce Willis,Bruce Dern,William Sanderson,Christopher Walken,David Patrick Kelly;Walter Hill;;Action,Crime,Drama,Thriller
997;Edward James Olmos,María Conchita Alonso,Arie Verveen,Bitty Schram,Steven Schub;Robert M. Young;;Action,Drama,Thriller
998;Jada Pinkett Smith,Queen Latifah,Vivica A. Fox,Kimberly Elise,Blair Underwood;F. Gary Gray;;Drama,Action,Crime
999;Danny Aiello,Greg Cruttwell,Jeff Daniels,Teri Hatcher,Charlize Theron;John Herzfeld;;Comedy,Crime
1000;Bruce Ramsay,William Baldwin,Lois Chiles,Barry Corbin,Mel Gorham;Reb Braddock;;Comedy,Crime,Thriller
1001;Michel Serrault,Claudine Auger,Catherine Alric,Judith Magre;René Gainville;;Comedy
1002;Matt Ross,Catherine Curtin,Callie Thorne,Will Arnett,Kevin Carroll;John Walsh;John Walsh;
1003;Hugh Grant,Gene Hackman,Sarah Jessica Parker,David Morse,Bill Nunn;Michael Apted;;Drama,Thriller
1004;Steven Seagal,Keenen Ivory Wayans,Bob Gunton,Brian Cox,Michelle Johnson;John Gray;;Action,Adventure,Crime,Drama,Thriller
1005;Emilio Estevez,Jeffrey Nordling,David Selby,Heidi Kling,Joshua Jackson;Robert Lieberman;;Action,Comedy,Drama,Family
1006;Chris O'Donnell,Gene Hackman,Faye Dunaway,Robert Prosky,Lela Rochon;James Foley;;Drama,Thriller
1007;Don Knotts,Tim Conway,Harry Morgan,Bill Bixby,Susan Clark;Norman Tokar;;Comedy,Family
1008;Fess Parker,Hans Conried,Buddy Ebsen,Basil Ruysdael,William Bakewell;Norman Foster;Thomas W. Blackburn;Action,Adventure,Family,Western
1009;Kim Richards,Ray Milland,Donald Pleasence,Eddie Albert,Ike Eisenmann;John Hough;;Adventure,Fantasy,Sci-Fi,Family
1010;Dean Jones,Michele Lee,Buddy Hackett,Joe Flynn,Benson Fong;Robert Stevenson;;Comedy,Family,Fantasy
1011;Helen Hayes,Ken Berry,Stefanie Powers,John McIntire,Keenan Wynn;Robert Stevenson;;Romance,Comedy,Family,Fantasy
1012;Dorothy McGuire,Fess Parker,Tommy Kirk,Kevin Corcoran,Jeff York;Robert Stevenson;;Adventure,Drama,Western
1013;Hayley Mills,Maureen O'Hara,Brian Keith,Charles Ruggles,Una Merkel;David Swift;;Comedy,Family
1014;Hayley Mills,Jane Wyman,Richard Egan,Karl Malden,Nancy Olson;David Swift;;Drama,Family
1015;Michael J. Fox,Sally Field,Don Ameche,Robert Hays,Kim Greist;Duwayne Dunham;;Adventure,Comedy,Drama,Family
1016;Fred MacMurray,Jean Hagen,Tommy Kirk,Annette Funicello,Tim Considine;Charles Barton;;Comedy,Family
1017;John Mills,Dorothy McGuire,James MacArthur,Janet Munro,Sessue Hayakawa;Ken Annakin;;Adventure,Family
1018;Hayley Mills,Dean Jones,Dorothy Provine,Roddy McDowall,Frank Gorshin;Robert Stevenson;Gordon Gordon,Mildred Gordon;Comedy,Drama,Family
1019;Kirk Douglas,James Mason,Paul Lukas,Peter Lorre,Robert J. Wilke;Richard Fleischer;;Adventure,Drama,Sci-Fi
1020;Leon Robinson,Doug E. Doug,Rawle D. Lewis,Malik Yoba,John Candy;Jon Turteltaub;;Comedy
1021;Danny Glover,Brenda Fricker,Joseph Gordon-Levitt,Christopher Lloyd,Tony Danza;William Dear;;Fantasy,Drama,Comedy,Family
1022;Ilene Woods,Eleanor Audley,Verna Felton,Claire Du Brey,Rhoda Williams;Clyde Geronimi,Wilfred Jackson,Hamilton Luske;;Animation,Fantasy,Romance
1023;Sterling Holloway,John Fiedler,Paul Winchell,Hal Smith,Jon Walmsley;Wolfgang Reitherman;A.A. Milne;
1024;Sterling Holloway,Clarence Nash,Joaquin Garay,José Oliveira,Aurora Miranda;Norm Ferguson,Clyde Geronimi,Jack Kinney,William Roberts,Harold Young;;Animation,Family,Music
1025;Sebastian Cabot,Karl Swenson,Junius Matthews,Norman Alden,Rickie Sorensen;Wolfgang Reitherman;;Animation,Family
1026;Bobby Driscoll,Luana Patten,Beulah Bondi,Burl Ives,Harry Carey;Harold D. Schuster,Hamilton Luske;;Animation,Drama,Family
1027;Kevin Costner,Morgan Freeman,Christian Slater,Mary Elizabeth Mastrantonio,Alan Rickman;Kevin Reynolds;;Adventure,Drama,Action,Romance
1028;Julie Andrews,Dick Van Dyke,David Tomlinson,Glynis Johns,Hermione Baddeley;Robert Stevenson;;Comedy,Music,Family,Fantasy
1029;Sterling Holloway,Herman Bing,John McLeish,Edward Brophy,James Baskett;Ben Sharpsteen,Norm Ferguson,Wilfred Jackson,William Roberts,Jack Kinney,Samuel Armstrong;;Animation,Family
1030;Sean Marshall,Helen Reddy,Mickey Rooney,Red Buttons,Jim Dale;Don Chaffey;;Fantasy,Animation,Comedy,Family
1031;Angela Lansbury,David Tomlinson,Roddy McDowall,Sam Jaffe,John Ericson;Robert Stevenson;;Adventure,Fantasy,Animation,Comedy,Family,Music
1032;Kathryn Beaumont,Verna Felton,Ed Wynn,Richard Haydn,Sterling Holloway;Clyde Geronimi,Wilfred Jackson,Hamilton Luske;;Music,Animation,Family,Fantasy,Adventure
1033;Mickey Rooney,Kurt Russell,Pearl Bailey,Jack Albertson,Sandy Duncan;Ted Berman,Art Stevens,Richard Rich;;Adventure,Animation,Drama,Family
1034;Kiefer Sutherland,Reese Witherspoon,Wolfgang Bodison,Dan Hedaya,Amanda Plummer;Matthew Bright;;Comedy,Drama,Thriller
1035;Julie Andrews,Christopher Plummer,Eleanor Parker,Richard Haydn,Peggy Wood;Robert Wise;;Drama,Family,Music,Romance
1036;Bruce Willis,Alan Rickman,Alexander Godunov,Bonnie Bedelia,Reginald VelJohnson;John McTiernan;;Action,Thriller
1037;Jeff Fahey,Pierce Brosnan,Jenny Wright,Mark Bringelson,Geoffrey Lewis;Brett Leonard;;Horror,Thriller,Sci-Fi
1038;Gena Rowlands,Marisa Tomei,Gérard Depardieu,Jake Lloyd,Moira Kelly;Nick Cassavetes;Helen Caldwell,Nick Cassavetes;Drama,Romance
1039;;Iara Lee;;Documentary
1040;Bob Hoskins,Patricia Arquette,Jim Broadbent,Christian Bale,Gérard Depardieu;Christopher Hampton;Christopher Hampton;Drama,Thriller
1041;Timothy Spall,Phyllis Logan,Brenda Blethyn,Claire Rushbrook,Marianne Jean-Baptiste;Mike Leigh;Mike Leigh;Drama
1042;Tom Everett Scott,Johnathon Schaech,Tom Hanks,Steve Zahn,Ethan Embry;Tom Hanks;;Comedy,Drama
1043;Peter Gallagher,Michelle Pfeiffer,Claire Danes,Freddie Prinze Jr.,Seth Green;Michael Pressman;;Drama,Romance
1044;Anthony Hopkins,Natascha McElhone,Julianne Moore,Joss Ackland,Joan Plowright;James Ivory;;Drama,Romance
1045;Angelina Jolie,Lainie Kazan,Paul Sorvino,Connie Stevens,Abe Vigoda;Joseph Bologna;Gabriel Bologna,Joseph Bologna,Erik Shapiro,Renée Taylor;Comedy,Romance
1046;Linda Henry,Meera Syal,Glen Berry,Garry Cooper,Scott Neal;Hettie MacDonald;;Comedy,Drama,Romance
1047;Geena Davis,Samuel L. Jackson,Yvonne Zima,Craig Bierko,Tom Amandes;Renny Harlin;;Action,Crime,Drama,Mystery,Thriller
1049;Michael Douglas,Val Kilmer,Tom Wilkinson,John Kani,Emily Mortimer;Stephen Hopkins;;Adventure
1050;Al Pacino,Winona Ryder,Kevin Spacey,Alec Baldwin,Aidan Quinn;Al Pacino;Al Pacino,Frederic Kimball;Documentary
1051;Steve Buscemi,Chloë Sevigny,Carol Kane,Mark Boone Junior,Bronson Dudley;Steve Buscemi;Steve Buscemi;Comedy,Drama
1052;Jeanne Moreau,Sean Young,Sam Waterston,Christopher Cazenove,Nell Carter;Ismail Merchant;;Drama
1053;Ashley Judd,Luke Perry,Bruce A. Young,Jim True-Frost,Edmund Wyson;John McNaughton;Peg Haller,Bob Schneider;Crime,Drama
1054;Ossie Davis,Charles S. Dutton,Andre Braugher,Richard Belzer,De'Aundre Bonds;Spike Lee;Reggie Rock Bythewood;Drama
1055;Charlie Sheen,Donald Sutherland,Linda Hamilton,Stephen Lang,Nicholas Turturro;George P. Cosmatos;Adi Hasak;Action,Thriller
1056;Kate Winslet,Christopher Eccleston,Liam Cunningham,Rachel Griffiths,June Whitfield;Michael Winterbottom;Hossein Amini;Drama,Romance
1057;Drew Barrymore,Diva Gray,Natasha Lyonne,Edward Norton,Woody Allen;Woody Allen;;Drama,Comedy,Romance
1058;René Lavan,Mayte Vilán,Miguel Gutierrez,Larry Villanueva,Luis Celeiro;Leon Ichaso;Pelayo García,Leon Ichaso;Drama,Romance
1059;Leonardo DiCaprio,Claire Danes,John Leguizamo,Harold Perrineau,Pete Postlethwaite;Baz Luhrmann;;Drama,Romance
1060;Jon Favreau,Vince Vaughn,Ron Livingston,Patrick Van Horn,Alex Désert;Doug Liman;;Comedy,Romance
1061;Robert De Niro,Brad Pitt,Kevin Bacon,Jason Patric,Ron Eldard;Barry Levinson;;Crime,Drama,Thriller
